term,estimate,p.value,conf.low,conf.high,w_GAVI,w_GACI,w_VGVI
CGEI,0.9960866062058689,0.883,0.9454527075370929,1.0494223761100465,0.6,0.30000000000000004,0.30000000000000004
age,0.9944971743028453,0.075,0.9884744441395636,1.0005463203840534,0.6,0.30000000000000004,0.4
AHEIScore,1.000947847154282,0.69,0.9962942289560287,1.0056249476601988,0.6,0.30000000000000004,0.4
householdIncome,1.0392133676148396,0.134,0.9882895629157566,1.09284369307281,0.6,0.30000000000000004,0.4
alcohol,1.0044963754051517,0.685,0.9829670650953327,1.0265092733418453,0.6,0.30000000000000004,0.4
smoker_Yes,1.0773786311794002,0.398,0.9063439061204255,1.280792097129442,0.6,0.30000000000000004,0.4
sex_Male,1.1214456313831882,0.19,0.9446833084907599,1.3314517291593855,0.6,0.30000000000000004,0.4
VSDI,0.9720653678338841,0.936,0.4756518070823941,1.9809056983010331,0.6,0.30000000000000004,0.4
CGEI,0.9976600483846897,0.927,0.9485676968984188,1.0492877380608838,0.6,0.30000000000000004,0.4
age,0.9944931739835714,0.074,0.9884707840781289,1.0005419680823335,0.6,0.30000000000000004,0.5
AHEIScore,1.000951739612967,0.689,0.9962977131676645,1.0056292640965514,0.6,0.30000000000000004,0.5
householdIncome,1.0391708353332572,0.134,0.9882559958500295,1.0927912196963419,0.6,0.30000000000000004,0.5
alcohol,1.004492705661137,0.685,0.9829632929958971,1.026505698818925,0.6,0.30000000000000004,0.5
smoker_Yes,1.0771807449549529,0.399,0.9061729308968185,1.2805623767010743,0.6,0.30000000000000004,0.5
sex_Male,1.121432464563442,0.19,0.9446706596817075,1.3314382481245657,0.6,0.30000000000000004,0.5
VSDI,0.9722205156298696,0.937,0.4757083278391023,1.9812978553201182,0.6,0.30000000000000004,0.5
CGEI,0.9988186109237746,0.962,0.9511386258718751,1.0488863166220366,0.6,0.30000000000000004,0.5
age,0.9944903920125638,0.074,0.9884682598709965,1.0005389201577723,0.6,0.30000000000000004,0.6
AHEIScore,1.0009551249180453,0.688,0.9963007825757079,1.0056329789440408,0.6,0.30000000000000004,0.6
householdIncome,1.039145072866648,0.134,0.9882361709781772,1.0927588851316228,0.6,0.30000000000000004,0.6
alcohol,1.004489240756816,0.685,0.982959738896704,1.026502315393581,0.6,0.30000000000000004,0.6
smoker_Yes,1.0770211160381906,0.4,0.9060360371450664,1.280375617262857,0.6,0.30000000000000004,0.6
sex_Male,1.1214110899563772,0.191,0.9446509867203771,1.3314151439490722,0.6,0.30000000000000004,0.6
VSDI,0.9724245437020453,0.937,0.47579181883160016,1.9817888305733091,0.6,0.30000000000000004,0.6
CGEI,0.9996856086512265,0.99,0.9532523315595722,1.0483802476784827,0.6,0.30000000000000004,0.6
age,0.9944884092079658,0.074,0.9884664759809614,1.000536732575519,0.6,0.30000000000000004,0.7000000000000001
AHEIScore,1.0009580257679604,0.687,0.9963034352316374,1.0056361396619788,0.6,0.30000000000000004,0.7000000000000001
householdIncome,1.0391294551383716,0.134,0.9882245717428423,1.0927388281464738,0.6,0.30000000000000004,0.7000000000000001
alcohol,1.0044861145451163,0.686,0.9829565361307768,1.0264992582665535,0.6,0.30000000000000004,0.7000000000000001
smoker_Yes,1.0768915096744092,0.401,0.9059255259777789,1.2802230843152094,0.6,0.30000000000000004,0.7000000000000001
sex_Male,1.1213870658588478,0.191,0.944629140656385,1.3313887998808047,0.6,0.30000000000000004,0.7000000000000001
VSDI,0.9726391427849475,0.938,0.47588312024427154,1.9822958565005155,0.6,0.30000000000000004,0.7000000000000001
CGEI,1.000347566557783,0.988,0.9550006149063683,1.047848783325625,0.6,0.30000000000000004,0.7000000000000001
age,0.9944869626490138,0.074,0.9884651858679478,1.0005351252741002,0.6,0.30000000000000004,0.8
AHEIScore,1.0009605060296298,0.686,0.9963057172218494,1.005638828165582,0.6,0.30000000000000004,0.8
householdIncome,1.0391201068573792,0.134,0.9882179961452562,1.0927264235335583,0.6,0.30000000000000004,0.8
alcohol,1.0044833441806453,0.686,0.982953700235274,1.0264965465219877,0.6,0.30000000000000004,0.8
smoker_Yes,1.076785148620944,0.402,0.9058352511614485,1.2800973209935225,0.6,0.30000000000000004,0.8
sex_Male,1.1213629848360553,0.191,0.9446073684813932,1.3313622154611489,0.6,0.30000000000000004,0.8
VSDI,0.9728473098292559,0.938,0.47597344450952184,1.9827829589203874,0.6,0.30000000000000004,0.8
CGEI,1.0008632799173591,0.97,0.9564605783889116,1.047329421927807,0.6,0.30000000000000004,0.8
age,0.994485884742782,0.074,0.9884642332351912,1.000533918878512,0.6,0.30000000000000004,0.9
AHEIScore,1.0009626337692201,0.686,0.9963076839965899,1.0056411254163098,0.6,0.30000000000000004,0.9
householdIncome,1.0391147120365616,0.135,0.9882145453075285,1.0927188912087784,0.6,0.30000000000000004,0.9
alcohol,1.0044809037659428,0.686,0.9829512035593703,1.0264941561005758,0.6,0.30000000000000004,0.9
smoker_Yes,1.0766968246172677,0.402,0.9057605691017061,1.279992484119522,0.6,0.30000000000000004,0.9
sex_Male,1.1213400066083756,0.191,0.9445866636964695,1.3313367489237247,0.6,0.30000000000000004,0.9
VSDI,0.9730420778761051,0.939,0.4760589702137451,1.9832359890414584,0.6,0.30000000000000004,0.9
CGEI,1.0012727178200826,0.955,0.9576926717981966,1.0468387861075563,0.6,0.30000000000000004,0.9
age,0.9944850662721348,0.074,0.9884635167336601,1.0005329959859002,0.6,0.30000000000000004,1
AHEIScore,1.0009644695638222,0.685,0.9963093871497292,1.0056431012211595,0.6,0.30000000000000004,1
householdIncome,1.0391118527577485,0.135,0.9882130660042826,1.092714519022186,0.6,0.30000000000000004,1
alcohol,1.0044787545836644,0.686,0.9829490058112309,1.0264920498473218,0.6,0.30000000000000004,1
smoker_Yes,1.0766226170403943,0.403,0.9056980234146227,1.279904119781757,0.6,0.30000000000000004,1
sex_Male,1.1213185946598365,0.191,0.9445674135268963,1.3313129569988162,0.6,0.30000000000000004,1
VSDI,0.9732212021489907,0.939,0.47613826248685315,1.9836509339821604,0.6,0.30000000000000004,1
CGEI,1.0016034020615974,0.943,0.9587432862932358,1.0463830911169107,0.6,0.30000000000000004,1
age,0.9944934106370704,0.075,0.9884691730698111,1.0005440481880257,0.6,0.4,0.1
AHEIScore,1.0009541969829447,0.688,0.9963026322626051,1.00562924091434,0.6,0.4,0.1
householdIncome,1.039190224658506,0.134,0.9882171708613858,1.0928752827498707,0.6,0.4,0.1
alcohol,1.0044889752871045,0.685,0.9829604656114237,1.0265010457785968,0.6,0.4,0.1
smoker_Yes,1.0770975614545082,0.4,0.9061662585435412,1.2803737906955925,0.6,0.4,0.1
sex_Male,1.1213928783383262,0.191,0.9446407778147093,1.3313862067083984,0.6,0.4,0.1
VSDI,0.9726438885203464,0.938,0.47596220816398876,1.9820186854457018,0.6,0.4,0.1
CGEI,0.998833289230281,0.971,0.9376738745401809,1.0639828957231396,0.6,0.4,0.1
age,0.9944877213044597,0.074,0.9884640756639991,1.0005377543620524,0.6,0.4,0.2
AHEIScore,1.0009577923031194,0.687,0.9963053078019991,1.0056337741642685,0.6,0.4,0.2
householdIncome,1.0391163527955152,0.135,0.9881688351336161,1.0927729915265036,0.6,0.4,0.2
alcohol,1.004486832497272,0.685,0.9829581210083624,1.0264991051761134,0.6,0.4,0.2
smoker_Yes,1.0768898876546893,0.401,0.9059646131570581,1.280164101291389,0.6,0.4,0.2
sex_Male,1.1213978021229307,0.191,0.9446450721701966,1.331391858416548,0.6,0.4,0.2
VSDI,0.9725169185780933,0.937,0.47591087514081204,1.981685876978717,0.6,0.4,0.2
CGEI,1.0005088991861106,0.986,0.9432334154118693,1.0612680541496575,0.6,0.4,0.2
age,0.9944841470331718,0.074,0.9884610100898028,1.0005336632448096,0.6,0.4,0.30000000000000004
AHEIScore,1.0009615215397702,0.686,0.9963082916248839,1.0056382671945723,0.6,0.4,0.30000000000000004
householdIncome,1.0390784013953622,0.135,0.9881481661329601,1.0927158452702392,0.6,0.4,0.30000000000000004
alcohol,1.0044834724538272,0.686,0.9829545516190066,1.0264959489803298,0.6,0.4,0.30000000000000004
smoker_Yes,1.0767108926790019,0.402,0.9057969384543545,1.2799747111248296,0.6,0.4,0.30000000000000004
sex_Male,1.1213752608736116,0.191,0.9446245011510787,1.3313672386177182,0.6,0.4,0.30000000000000004
VSDI,0.9726510066904712,0.938,0.47597028650918644,1.9819878000697055,0.6,0.4,0.30000000000000004
CGEI,1.0015885776842934,0.955,0.9481652011454592,1.0580299678576408,0.6,0.4,0.30000000000000004
age,0.9944819754594849,0.074,0.9884592429421896,1.0005310821074642,0.6,0.4,0.4
AHEIScore,1.0009648120774226,0.685,0.9963110124247021,1.005642143547231,0.6,0.4,0.4
householdIncome,1.039061234020482,0.135,0.9881423645874543,1.0926860775082283,0.6,0.4,0.4
alcohol,1.004480027609179,0.686,0.9829509218601397,1.0264926816914075,0.6,0.4,0.4
smoker_Yes,1.0765683327943791,0.403,0.9056665022603002,1.2798194775417098,0.6,0.4,0.4
sex_Male,1.1213436988413996,0.191,0.9445957849179423,1.3313326466015054,0.6,0.4,0.4
VSDI,0.9728815275608239,0.938,0.4760702696115511,1.9825273812514288,0.6,0.4,0.4
CGEI,1.0023182224591365,0.931,0.9511431019614859,1.056255755536339,0.6,0.4,0.4
age,0.9944806690876364,0.074,0.9884582512840582,1.0005294577899735,0.6,0.4,0.5
AHEIScore,1.0009675592307066,0.684,0.9963133292510306,1.0056453343995488,0.6,0.4,0.5
householdIncome,1.0390553169153736,0.135,0.9881439337871676,1.0926718759846235,0.6,0.4,0.5
alcohol,1.004476904218202,0.686,0.9829476439925563,1.0264897053530142,0.6,0.4,0.5
smoker_Yes,1.0764572489160364,0.404,0.9055666386929222,1.279696009788045,0.6,0.4,0.5
sex_Male,1.1213113295331998,0.191,0.9445663626369394,1.3312971308981447,0.6,0.4,0.5
VSDI,0.9731318865582839,0.939,0.47617828203097484,1.9831188741931782,0.6,0.4,0.5
CGEI,1.0028366454403599,0.913,0.9531605986943472,1.0551111989494935,0.6,0.4,0.5
age,0.994479887961757,0.074,0.9884577154349257,1.0005284293424015,0.6,0.4,0.6
AHEIScore,1.0009698156802636,0.684,0.9963152583271757,1.005647929186688,0.6,0.4,0.6
householdIncome,1.039055304958598,0.135,0.9881489169670566,1.0926663469000715,0.6,0.4,0.6
alcohol,1.0044741963204729,0.686,0.9829448091887142,1.026487117539199,0.6,0.4,0.6
smoker_Yes,1.0763705795491543,0.404,0.9054898171261242,1.2795981312399332,0.6,0.4,0.6
sex_Male,1.1212812749711962,0.191,0.9445390578233648,1.3312641365987088,0.6,0.4,0.6
VSDI,0.9733709140402556,0.939,0.4762811473804646,1.9836860589092888,0.6,0.4,0.6
CGEI,1.0032001897267977,0.899,0.954879431368007,1.0539759187903022,0.6,0.4,0.6
age,0.994479427604341,0.074,0.9884574482935536,1.0005277744685979,0.6,0.4,0.7000000000000001
AHEIScore,1.0009716687378887,0.683,0.9963168587087335,1.0056500439164704,0.6,0.4,0.7000000000000001
householdIncome,1.0390583032531033,0.135,0.9881553012686305,1.0926656131966839,0.6,0.4,0.7000000000000001
alcohol,1.0044718842389329,0.686,0.9829423929035366,1.0264849036187802,0.6,0.4,0.7000000000000001
smoker_Yes,1.0763022416356558,0.405,0.9054299577718516,1.2795199451761643,0.6,0.4,0.7000000000000001
sex_Male,1.1212544427734463,0.191,0.9445146880318593,1.3312346697090118,0.6,0.4,0.7000000000000001
VSDI,0.973587941659542,0.94,0.4763744049061703,1.9842023798413106,0.6,0.4,0.7000000000000001
CGEI,1.003460064840838,0.888,0.956338716189618,1.0529130087683416,0.6,0.4,0.7000000000000001
age,0.9944791657357362,0.074,0.9884573407613031,1.00052735743763,0.6,0.4,0.8
AHEIScore,1.0009732005675909,0.683,0.9963181922526907,1.0056517814650046,0.6,0.4,0.8
householdIncome,1.039062752848448,0.135,0.9881620805532207,1.0926675011843028,0.6,0.4,0.8
alcohol,1.0044699151585972,0.687,0.9829403377130411,1.0264830153712032,0.6,0.4,0.8
smoker_Yes,1.0762476092850721,0.405,0.9053825902639719,1.2794567510237553,0.6,0.4,0.8
sex_Male,1.1212308532423036,0.191,0.9444932678880622,1.3312087577209368,0.6,0.4,0.8
VSDI,0.9737809406288173,0.94,0.47645725277499756,1.984662343744172,0.6,0.4,0.8
CGEI,1.0036495283612954,0.879,0.9575818496168471,1.0519432282999792,0.6,0.4,0.8
age,0.9944790283972936,0.074,0.9884573285025169,1.0005270945009488,0.6,0.4,0.9
AHEIScore,1.000974478589051,0.682,0.9963193120772017,1.0056532238832252,0.6,0.4,0.9
householdIncome,1.0390678127119892,0.135,0.988168763157048,1.0926707817603345,0.6,0.4,0.9
alcohol,1.004468232848745,0.687,0.9829385835937063,1.026481400278426,0.6,0.4,0.9
smoker_Yes,1.0762032999202602,0.405,0.9053445168984487,1.2794050109756272,0.6,0.4,0.9
sex_Male,1.12121020948923,0.191,0.9444745255838604,1.3311860775328486,0.6,0.4,0.9
VSDI,0.9739512595566309,0.941,0.47653031038637267,1.9850687781094707,0.6,0.4,0.9
CGEI,1.0037902508737098,0.872,0.9586475095394156,1.0510684915962079,0.6,0.4,0.9
age,0.9944789700699593,0.074,0.9884573729683712,1.000526933064357,0.6,0.4,1
AHEIScore,1.0009755555481759,0.682,0.9963202608434805,1.00565443425874,0.6,0.4,1
householdIncome,1.0390730298635258,0.135,0.988175120654651,1.092674752767071,0.6,0.4,1
alcohol,1.0044667872876663,0.687,0.9829370775519995,1.0264800111962753,0.6,0.4,1
smoker_Yes,1.076166860545017,0.405,0.9053134560689644,1.2793621066736163,0.6,0.4,1
sex_Male,1.1211921325523855,0.191,0.9444581156946048,1.3311662146500312,0.6,0.4,1
VSDI,0.974101364091311,0.941,0.47659466018237023,1.9854273294067737,0.6,0.4,1
CGEI,1.0038965554488655,0.866,0.9595677408282532,1.050282869402682,0.6,0.4,1
age,0.9944664504285059,0.073,0.9884424565669324,1.0005167638249697,0.6,0.5,0.1
AHEIScore,1.0009700581775576,0.683,0.9963184075641688,1.0056452330701389,0.6,0.5,0.1
householdIncome,1.0388238502265483,0.138,0.987870162012102,1.0924871966550145,0.6,0.5,0.1
alcohol,1.0044822532558408,0.686,0.9829535047397296,1.0264946038170113,0.6,0.5,0.1
smoker_Yes,1.076194385852231,0.405,0.9054198997786996,1.2792774146359356,0.6,0.5,0.1
sex_Male,1.1213925932212143,0.191,0.9446390377944641,1.331388032881748,0.6,0.5,0.1
VSDI,0.971587200367481,0.935,0.47538506349265663,1.979889311513148,0.6,0.5,0.1
CGEI,1.0070816520759647,0.828,0.9448456472893872,1.0734484954907524,0.6,0.5,0.1
age,0.9944657654914826,0.073,0.9884422048999818,1.0005156499202832,0.6,0.5,0.2
AHEIScore,1.0009751445214843,0.682,0.9963225528197569,1.005651284419988,0.6,0.5,0.2
householdIncome,1.0388419687097232,0.138,0.9879064596277601,1.0924851483475309,0.6,0.5,0.2
alcohol,1.004475566006505,0.686,0.9829466723097345,1.0264880354066976,0.6,0.5,0.2
smoker_Yes,1.0760146848355483,0.406,0.905239486034493,1.2791043571442742,0.6,0.5,0.2
sex_Male,1.1213132873483633,0.191,0.9445707459299354,1.3312956336493906,0.6,0.5,0.2
VSDI,0.9722563094184585,0.937,0.4757534871293905,1.9811733527142898,0.6,0.5,0.2
CGEI,1.0073575641916392,0.812,0.9483668912167282,1.0700478558699174,0.6,0.5,0.2
age,0.9944662335270216,0.073,0.9884430928990264,1.0005157031473464,0.6,0.5,0.30000000000000004
AHEIScore,1.0009788718916606,0.681,0.9963255057617655,1.005655805533559,0.6,0.5,0.30000000000000004
householdIncome,1.0388718256772511,0.137,0.98794928646779,1.092500651376123,0.6,0.5,0.30000000000000004
alcohol,1.0044701028557754,0.687,0.9829410411860641,1.0264827178845821,0.6,0.5,0.30000000000000004
smoker_Yes,1.0758961138205512,0.407,0.9051197256578248,1.2789911760525103,0.6,0.5,0.30000000000000004
sex_Male,1.1212458275569661,0.191,0.9445116181945022,1.331218506936215,0.6,0.5,0.30000000000000004
VSDI,0.9728716790702224,0.938,0.47606952839879685,1.9824446292237954,0.6,0.5,0.30000000000000004
CGEI,1.0072677549361642,0.802,0.9518110247642827,1.065983141159549,0.6,0.5,0.30000000000000004
age,0.9944671899949977,0.073,0.9884444092855523,1.0005163046001555,0.6,0.5,0.4
AHEIScore,1.0009814764270442,0.68,0.9963275140893277,1.0056590209889313,0.6,0.5,0.4
householdIncome,1.038903448345418,0.137,0.9879897420562935,1.0925225193477002,0.6,0.5,0.4
alcohol,1.0044659208953868,0.687,0.9829367022365292,1.0264786753802337,0.6,0.5,0.4
smoker_Yes,1.0758217685772253,0.407,0.9050441132024769,1.278920938699951,0.6,0.5,0.4
sex_Male,1.1211926321007866,0.191,0.94446441333935,1.331158510925023,0.6,0.5,0.4
VSDI,0.9733828853034615,0.939,0.4763202583874521,1.9835476391241482,0.6,0.5,0.4
CGEI,1.0071774123074615,0.797,0.953877726998347,1.0634804180474693,0.6,0.5,0.4
age,0.9944682849344443,0.073,0.9884457986413238,1.000517109406818,0.6,0.5,0.5
AHEIScore,1.0009832751205365,0.679,0.9963288630063968,1.005661280483482,0.6,0.5,0.5
householdIncome,1.0389327140434417,0.136,0.9880249478000881,1.092545238983443,0.6,0.5,0.5
alcohol,1.0044627814115235,0.687,0.9829334271704135,1.026475658087812,0.6,0.5,0.5
smoker_Yes,1.0757762944639582,0.408,0.904997461161991,1.2788785390546367,0.6,0.5,0.5
sex_Male,1.1211517170217888,0.191,0.9444277514711519,1.331112868049822,0.6,0.5,0.5
VSDI,0.9737919950026174,0.94,0.4765140426195173,1.9844577016679072,0.6,0.5,0.5
CGEI,1.0070035114604834,0.793,0.955743013794551,1.0610361444914778,0.6,0.5,0.5
age,0.9944693595894427,0.073,0.9884471108101227,1.0005179501695332,0.6,0.5,0.6
AHEIScore,1.0009845231149515,0.679,0.9963297713410615,1.0056628764242324,0.6,0.5,0.6
householdIncome,1.0389584049753804,0.136,0.9880546433367451,1.092566526708853,0.6,0.5,0.6
alcohol,1.004460420878316,0.687,0.9829309529493833,1.026473401046531,0.6,0.5,0.6
smoker_Yes,1.0757489965946896,0.408,0.9049691256356577,1.2788535474246558,0.6,0.5,0.6
sex_Male,1.1211203002077694,0.192,0.9443993698336577,1.3310781482147376,0.6,0.5,0.6
VSDI,0.97411650485134,0.941,0.4766634512094927,1.9851967273180846,0.6,0.5,0.6
CGEI,1.0068683011186663,0.792,0.9569756266355173,1.0593832294324552,0.6,0.5,0.6
age,0.994470351574294,0.073,0.9884482945628357,1.0005187534175515,0.6,0.5,0.7000000000000001
AHEIScore,1.0009853988604478,0.679,0.9963303878955599,1.0056640176611624,0.6,0.5,0.7000000000000001
householdIncome,1.038980500732003,0.136,0.9880794605373585,1.0925856377316943,0.6,0.5,0.7000000000000001
alcohol,1.0044586267799969,0.687,0.9829290642918731,1.0264716936826261,0.6,0.5,0.7000000000000001
smoker_Yes,1.0757330531200628,0.408,0.9049522871919996,1.2788393533821234,0.6,0.5,0.7000000000000001
sex_Male,1.1210959671368563,0.192,0.9443772301966987,1.3310514801392817,0.6,0.5,0.7000000000000001
VSDI,0.9743749258633839,0.942,0.4767795873783266,1.9857966005239478,0.6,0.5,0.7000000000000001
CGEI,1.0067200331384636,0.791,0.9580705685001857,1.0578594138986184,0.6,0.5,0.7000000000000001
age,0.99447124293079,0.073,0.9884493418976598,1.0005194913333473,0.6,0.5,0.8
AHEIScore,1.0009860215409483,0.679,0.9963308099800976,1.0056648457987172,0.6,0.5,0.8
householdIncome,1.0389993928475916,0.136,0.9881002180786052,1.0926024900219629,0.6,0.5,0.8
alcohol,1.004457243455977,0.687,0.98292760218777675,1.0264703830580555,0.6,0.5,0.8
smoker_Yes,1.0757242284795907,0.408,0.9049426955737785,1.2788318753245531,0.6,0.5,0.8
sex_Male,1.1210768769854653,0.192,0.94435974938934,1.3310307162391903,0.6,0.5,0.8
VSDI,0.9745826810768148,0.942,0.47687099354061474,1.9862866984333092,0.6,0.5,0.8
CGEI,1.0065728695278235,0.791,0.9590358527203049,1.0564844930574004,0.6,0.5,0.8
age,0.9944720348013335,0.073,0.988450261916276,1.0005201571913125,0.6,0.5,0.9
AHEIScore,1.0009864699726332,0.678,0.9963311008069766,1.0056654556438738,0.6,0.5,0.9
householdIncome,1.039015562749693,0.135,0.9881176751506443,1.0926172574742652,0.6,0.5,0.9
alcohol,1.004456160437867,0.688,0.982926453134372,1.0264693612832274,0.6,0.5,0.9
smoker_Yes,1.0757198976824218,0.408,0.9049377070583757,1.2788285971316564,0.6,0.5,0.9
sex_Male,1.1210616871892998,0.192,0.9443457587034486,1.3310143101646648,0.6,0.5,0.9
VSDI,0.9747516507100549,0.942,0.4769439374962933,1.9866908909834753,0.6,0.5,0.9
CGEI,1.0064332490883956,0.791,0.9598858237849713,1.0552551555315783,0.6,0.5,0.9
age,0.9944727356971802,0.073,0.9884510692421855,1.0005207534672524,0.6,0.5,1
AHEIScore,1.0009867965759964,0.678,0.9963313017400663,1.0056659109465136,0.6,0.5,1
householdIncome,1.0390294631406174,0.135,0.9881324663710478,1.0926301916184862,0.6,0.5,1
alcohol,1.0044552997712846,0.688,0.9829255366738453,1.026468552580556,0.6,0.5,1
smoker_Yes,1.0757184195958363,0.408,0.9049356626615449,1.2788279543094105,0.6,0.5,1
sex_Male,1.121049430274537,0.192,0.9443344083617574,1.3310011583550743,0.6,0.5,1
VSDI,0.9748907374146597,0.943,0.47700295630377887,1.987027701469332,0.6,0.5,1
CGEI,1.006303711828531,0.791,0.9606357693846391,1.0541590742899045,0.6,0.5,1
age,0.9944455599851785,0.072,0.9884217192118062,1.000495660272118,0.6,0.6,0.1
AHEIScore,1.0009832837911903,0.679,0.9963315030195362,1.0056586314480895,0.6,0.6,0.1
householdIncome,1.038526803776361,0.141,0.9875900929322322,1.0921710757887388,0.6,0.6,0.1
alcohol,1.0044793138484078,0.686,0.982949837617727,1.0264924643901092,0.6,0.6,0.1
smoker_Yes,1.075545659103787,0.409,0.9048849043059698,1.2784884120537252,0.6,0.6,0.1
sex_Male,1.121290412717328,0.191,0.9445470761065493,1.3312746685729884,0.6,0.6,0.1
VSDI,0.9703525710839839,0.932,0.4747125398252053,1.977462495728699,0.6,0.6,0.1
CGEI,1.0145008380318106,0.664,0.9506774718631001,1.0826667340877902,0.6,0.6,0.1
age,0.9944474729013077,0.072,0.988423941777775,1.0004972763802062,0.6,0.6,0.2
AHEIScore,1.0009901627326774,0.677,0.9963374589526717,1.0056664622435354,0.6,0.6,0.2
householdIncome,1.0386014876989689,0.14,0.9876771066974036,1.0922321549903027,0.6,0.6,0.2
alcohol,1.0044682845778077,0.687,0.9829387976594693,1.0264813935819492,0.6,0.6,0.2
smoker_Yes,1.0753337153803229,0.41,0.9046770574274383,1.2782773331632453,0.6,0.6,0.2
sex_Male,1.1211634585634243,0.191,0.9444381592545393,1.331126183434721,0.6,0.6,0.2
VSDI,0.9716714002322715,0.935,0.47542341030285634,1.98005551357685,0.6,0.6,0.2
CGEI,1.013592100348145,0.663,0.9538076437304684,1.0771762704307886,0.6,0.6,0.2
age,0.9944504506963046,0.072,0.9884272638486327,1.0004999231876415,0.6,0.6,0.30000000000000004
AHEIScore,1.0009944664657575,0.676,0.9963409815485869,1.005671567870462,0.6,0.6,0.30000000000000004
householdIncome,1.0386794795398675,0.139,0.9877643316067768,1.0922999913196068,0.6,0.6,0.30000000000000004
alcohol,1.0044601948914593,0.687,0.9829306571635507,1.026473312336695,0.6,0.6,0.30000000000000004
smoker_Yes,1.075221529716244,0.411,0.9045608873656822,1.2781742878084175,0.6,0.6,0.30000000000000004
sex_Male,1.1210707132856832,0.192,0.9443577822186299,1.3310188538374286,0.6,0.6,0.30000000000000004
VSDI,0.9727510927824945,0.938,0.475987243948951,1.9822511590302607,0.6,0.6,0.30000000000000004
CGEI,1.0126893119413214,0.668,0.9559258094366362,1.0728701221768835,0.6,0.6,0.30000000000000004
age,0.9944536229775179,0.072,0.9884307569432912,1.0005027865956966,0.6,0.6,0.4
AHEIScore,1.000996913162392,0.675,0.9963428148969133,1.0056746420396376,0.6,0.6,0.4
householdIncome,1.0387497976125848,0.138,0.9878411580522883,1.0923631712562742,0.6,0.6,0.4
alcohol,1.0044546080676593,0.688,0.9829250055683904,1.0264677582653137,0.6,0.6,0.4
smoker_Yes,1.0751746942013582,0.411,0.9045063432530394,1.278139796880505,0.6,0.6,0.4
sex_Male,1.1210069321453793,0.192,0.9443019307569827,1.330945858393618,0.6,0.6,0.4
VSDI,0.9735763696004992,0.94,0.47640666644277985,1.9839759652409483,0.6,0.6,0.4
CGEI,1.0119630089702518,0.676,0.9571026773122515,1.0700095583267486,0.6,0.6,0.4
age,0.9944565872501598,0.073,0.9884339987488765,1.0005054834215086,0.6,0.6,0.5
AHEIScore,1.00099816448037,0.675,0.9963435989619839,1.0056763699730145,0.6,0.6,0.5
householdIncome,1.0388093286620215,0.138,0.987905157984444,1.092417815124906,0.6,0.6,0.5
alcohol,1.004450854423679,0.688,0.9829211865173609,1.0264640465431485,0.6,0.6,0.5
smoker_Yes,1.075166103611,0.411,0.9044888699961611,1.278144006597984,0.6,0.6,0.5
sex_Male,1.120964286053228,0.192,0.9442641547189778,1.3308976627085543,0.6,0.6,0.5
VSDI,0.9741901895290878,0.941,0.47671082560214884,1.9852903441533245,0.6,0.6,0.5
CGEI,1.01122654383153,0.684,0.9582879422405881,1.0671266652248865,0.6,0.6,0.5
age,0.9944592072296016,0.073,0.9884368514969896,1.0005078789404216,0.6,0.6,0.6
AHEIScore,1.000998688080574,0.675,0.996343769148312,1.0056772531149696,0.6,0.6,0.6
householdIncome,1.0388584715711513,0.137,0.9879573420390474,1.0924636427183128,0.6,0.6,0.6
alcohol,1.0044483617982187,0.688,0.9829186333987711,1.0264615973215818,0.6,0.6,0.6
smoker_Yes,1.0751783023941572,0.411,0.9044922713170992,1.278168232437223,0.6,0.6,0.6
sex_Male,1.1209361318786693,0.192,0.9442388760297876,1.3308663253843898,0.6,0.6,0.6
VSDI,0.9746441238947668,0.942,0.4769302506899972,1.9862846696248206,0.6,0.6,0.6
CGEI,1.0105432892660438,0.692,0.9594108414261892,1.0644339411805825,0.6,0.6,0.6
age,0.9944614688114941,0.073,0.988439306298224,1.0005099540982652,0.6,0.6,0.7000000000000001
AHEIScore,1.0009987822666342,0.675,0.9963435948602928,1.005677619748856,0.6,0.6,0.7000000000000001
householdIncome,1.0388987585871103,0.137,0.9879996952873883,1.092501685487058,0.6,0.6,0.7000000000000001
alcohol,1.0044467167620685,0.688,0.982916934493921,1.0264599936806778,0.6,0.6,0.7000000000000001
smoker_Yes,1.0752009915288028,0.411,0.9045067842913137,1.2782017424459449,0.6,0.6,0.7000000000000001
sex_Male,1.1209176880678904,0.192,0.9442220366995296,1.3308461913746306,0.6,0.6,0.7000000000000001
VSDI,0.9749815010907437,0.943,0.4770892941419169,1.9870400681273925,0.6,0.6,0.7000000000000001
CGEI,1.0100205513377383,0.7,0.9601065856050093,1.0625594832555767,0.6,0.6,0.7000000000000001
age,0.9944634048194188,0.073,0.988441402673713,1.0005117353073751,0.6,0.6,0.8
AHEIScore,1.0009986294565498,0.675,0.9963432361025201,1.0056776754300576,0.6,0.6,0.8
householdIncome,1.03893185424224,0.136,0.9880341947272148,1.0925332632423852,0.6,0.6,0.8
alcohol,1.0044456389209062,0.688,0.9829158094435368,1.026458953869482,0.6,0.6,0.8
smoker_Yes,1.0752283477795705,0.411,0.9045267613010014,1.278238648594354,0.6,0.6,0.8
sex_Male,1.120905721257655,0.192,0.9442108709293517,1.3308334674167315,0.6,0.6,0.8
VSDI,0.9752347557026384,0.944,0.4772056234678555,1.987619527635374,0.6,0.6,0.8
